service_id,date,exception_type
3442@1,20231225,2
3462@5,20231225,1
3462@1,20231225,2
347@5,20231225,1
347@1,20231225,2
349@5,20231225,1
349@1,20231225,2
353@5,20231225,1
353@1,20231225,2
361@5,20231225,1
361@1,20231225,2
375@5,20231225,1
375@1,20231225,2
3762@5,20231225,1
3762@1,20231225,2
394@5,20231225,1
394@1,20231225,2
3946@5,20231225,1
3946@1,20231225,2
397@5,20231225,1
397@1,20231225,2
398@5,20231225,1
398@1,20231225,2
M98@5,20231225,1
M98@1,20231225,2
A99@5,20231225,1
A99@1,20231225,2
A991@5,20231225,1
A991@1,20231225,2
3984@5,20231225,1
3984@1,20231225,2
A98@5,20231225,1
A98@1,20231225,2
40.41@5,20231225,1
40.41@1,20231225,2
429@5,20231225,1
429@1,20231225,2
4292@5,20231225,1
4292@1,20231225,2
4321@5,20231225,1
4321@1,20231225,2
433@5,20231225,1
433@1,20231225,2
470@5,20231225,1
470@1,20231225,2
436@5,20231225,1
436@1,20231225,2
4382@5,20231225,1
4382@1,20231225,2
441@5,20231225,1
441@1,20231225,2
T8@5,20231225,1
T8@1,20231225,2
473@5,20231225,1
473@1,20231225,2
M76@5,20231225,1
M76@1,20231225,2
A97@5,20231225,1
A97@1,20231225,2
A974@5,20231225,1
A974@1,20231225,2
491@5,20231225,1
491@1,20231225,2
4944@5,20231225,1
4944@1,20231225,2
4951@5,20231225,1
4951@1,20231225,2
50.1@5,20231225,1
50.1@1,20231225,2
5203@5,20231225,1
5203@1,20231225,2
525@5,20231225,1
525@1,20231225,2
T7@5,20231225,1
T7@1,20231225,2
60.1@5,20231225,1
60.1@1,20231225,2
60.4@5,20231225,1
60.4@1,20231225,2
60.5@5,20231225,1
60.5@1,20231225,2
605@5,20231225,1
605@1,20231225,2
608@5,20231225,1
608@1,20231225,2
6102@5,20231225,1
6102@1,20231225,2
6135@5,20231225,1
6135@1,20231225,2
620@5,20231225,1
620@1,20231225,2
520@5,20231225,1
520@1,20231225,2
621@5,20231225,1
621@1,20231225,2
624@5,20231225,1
624@1,20231225,2
B25@5,20231225,1
B25@1,20231225,2
627@5,20231225,1
627@1,20231225,2
A27@5,20231225,1
A27@1,20231225,2
6276@5,20231225,1
6276@1,20231225,2
631@5,20231225,1
631@1,20231225,2
M21@5,20231225,1
M21@1,20231225,2
M31@5,20231225,1
M31@1,20231225,2
632@5,20231225,1
632@1,20231225,2
637@5,20231225,1
637@1,20231225,2
6372@5,20231225,1
6372@1,20231225,2
650@5,20231225,1
650@1,20231225,2
652@5,20231225,1
652@1,20231225,2
M52@5,20231225,1
M52@1,20231225,2
6531@5,20231225,1
6531@1,20231225,2
654@5,20231225,1
654@1,20231225,2
656@5,20231225,1
656@1,20231225,2
B51@5,20231225,1
B51@1,20231225,2
659@5,20231225,1
659@1,20231225,2
A62@5,20231225,1
A62@1,20231225,2
662@5,20231225,1
662@1,20231225,2
661@5,20231225,1
661@1,20231225,2
E30.2@5,20231225,1
E30.2@1,20231225,2
B02@5,20231225,1
B02@1,20231225,2
B024@5,20231225,1
B024@1,20231225,2
665@5,20231225,1
665@1,20231225,2
B55@5,20231225,1
B55@1,20231225,2
703@5,20231225,1
703@1,20231225,2
704@5,20231225,1
704@1,20231225,2
7041@5,20231225,1
7041@1,20231225,2
7052@5,20231225,1
7052@1,20231225,2
7151@5,20231225,1
7151@1,20231225,2
718@5,20231225,1
718@1,20231225,2
C2@5,20231225,1
C2@1,20231225,2
C5@5,20231225,1
C5@1,20231225,2
B09@5,20231225,1
B09@1,20231225,2
B094@5,20231225,1
B094@1,20231225,2
A952@5,20231225,1
A952@1,20231225,2
A953@5,20231225,1
A953@1,20231225,2
A954@5,20231225,1
A954@1,20231225,2
