service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
A63@1,1,1,1,1,1,0,0,20230313,20230613
A631@1,1,1,1,1,1,0,0,20230313,20230613
A632@1,1,1,1,1,1,0,0,20230313,20230613
662@1,1,1,1,1,1,0,0,20230313,20230613
662@2,0,0,0,0,0,1,0,20230313,20230613
662@3,0,0,0,0,0,0,1,20230313,20230613
662@5,0,0,0,0,0,0,0,20230313,20230613
862@1,1,1,1,1,1,0,0,20230313,20230613
862@2,0,0,0,0,0,1,0,20230313,20230613
7621@1,1,1,1,1,1,0,0,20230313,20230613
6625@1,1,1,1,1,1,0,0,20230313,20230613
A60@1,1,1,1,1,1,0,0,20230313,20230613
R62@1,1,1,1,1,1,0,0,20230313,20230613
762@1,1,1,1,1,1,0,0,20230313,20230613
762@2,0,0,0,0,0,1,0,20230313,20230613
6613@2,0,0,0,0,0,1,0,20230313,20230613
6613@3,0,0,0,0,0,0,1,20230313,20230613
6613@5,0,0,0,0,0,0,0,20230313,20230613
O662@2,0,0,0,0,0,1,0,20230313,20230613
O662@3,0,0,0,0,0,0,1,20230313,20230613
O662@5,0,0,0,0,0,0,0,20230313,20230613
661@1,1,1,1,1,1,0,0,20230313,20230613
E30.2@1,1,1,1,1,1,0,0,20230313,20230613
661@2,0,0,0,0,0,1,0,20230313,20230613
E30.2@2,0,0,0,0,0,1,0,20230313,20230613
661@3,0,0,0,0,0,0,1,20230313,20230613
E30.2@3,0,0,0,0,0,0,1,20230313,20230613
661@5,0,0,0,0,0,0,0,20230313,20230613
E30.2@5,0,0,0,0,0,0,0,20230313,20230613
861@1,1,1,1,1,1,0,0,20230313,20230613
861@2,0,0,0,0,0,1,0,20230313,20230613
7612@1,1,1,1,1,1,0,0,20230313,20230613
7612@2,0,0,0,0,0,1,0,20230313,20230613
B02@1,1,1,1,1,1,0,0,20230313,20230613
B02@2,0,0,0,0,0,1,0,20230313,20230613
B02@3,0,0,0,0,0,0,1,20230313,20230613
B02@5,0,0,0,0,0,0,0,20230313,20230613
B022@1,1,1,1,1,1,0,0,20230313,20230613
B024@1,1,1,1,1,1,0,0,20230313,20230613
B024@2,0,0,0,0,0,1,0,20230313,20230613
B024@3,0,0,0,0,0,0,1,20230313,20230613
B024@5,0,0,0,0,0,0,0,20230313,20230613
6611@1,1,1,1,1,1,0,0,20230313,20230613
8612@1,1,1,1,1,1,0,0,20230313,20230613
8612@2,0,0,0,0,0,1,0,20230313,20230613
6614@2,0,0,0,0,0,1,0,20230313,20230613
6614@3,0,0,0,0,0,0,1,20230313,20230613
6614@5,0,0,0,0,0,0,0,20230313,20230613
B021@1,1,1,1,1,1,0,0,20230313,20230613
761@1,1,1,1,1,1,0,0,20230313,20230613
761@2,0,0,0,0,0,1,0,20230313,20230613
7611@1,1,1,1,1,1,0,0,20230313,20230613
665@1,1,1,1,1,1,0,0,20230313,20230613
665@2,0,0,0,0,0,1,0,20230313,20230613
665@3,0,0,0,0,0,0,1,20230313,20230613
665@5,0,0,0,0,0,0,0,20230313,20230613
6651@1,1,1,1,1,1,0,0,20230313,20230613
6712@3,0,0,0,0,0,0,1,20230313,20230613
6712@5,0,0,0,0,0,0,0,20230313,20230613
B55@1,1,1,1,1,1,0,0,20230313,20230613
B55@2,0,0,0,0,0,1,0,20230313,20230613
B55@3,0,0,0,0,0,0,1,20230313,20230613
B55@5,0,0,0,0,0,0,0,20230313,20230613
855@1,1,1,1,1,1,0,0,20230313,20230613
702@1,1,1,1,1,1,0,0,20230313,20230613
703@1,1,1,1,1,1,0,0,20230313,20230613
703@2,0,0,0,0,0,1,0,20230313,20230613
703@3,0,0,0,0,0,0,1,20230313,20230613
703@5,0,0,0,0,0,0,0,20230313,20230613
7032@1,1,1,1,1,1,0,0,20230313,20230613
701@1,1,1,1,1,1,0,0,20230313,20230613
701@2,0,0,0,0,0,1,0,20230313,20230613
704@1,1,1,1,1,1,0,0,20230313,20230613
704@2,0,0,0,0,0,1,0,20230313,20230613
704@3,0,0,0,0,0,0,1,20230313,20230613
704@5,0,0,0,0,0,0,0,20230313,20230613
7041@1,1,1,1,1,1,0,0,20230313,20230613
7041@2,0,0,0,0,0,1,0,20230313,20230613
7041@3,0,0,0,0,0,0,1,20230313,20230613
7041@5,0,0,0,0,0,0,0,20230313,20230613
705@1,1,1,1,1,1,0,0,20230313,20230613
7052@1,1,1,1,1,1,0,0,20230313,20230613
7052@2,0,0,0,0,0,1,0,20230313,20230613
7052@3,0,0,0,0,0,0,1,20230313,20230613
7052@5,0,0,0,0,0,0,0,20230313,20230613
7053@1,1,1,1,1,1,0,0,20230313,20230613
A05@1,1,1,1,1,1,0,0,20230313,20230613
715@1,1,1,1,1,1,0,0,20230313,20230613
715@2,0,0,0,0,0,1,0,20230313,20230613
7151@1,1,1,1,1,1,0,0,20230313,20230613
7151@2,0,0,0,0,0,1,0,20230313,20230613
7151@3,0,0,0,0,0,0,1,20230313,20230613
7151@5,0,0,0,0,0,0,0,20230313,20230613
718@1,1,1,1,1,1,0,0,20230313,20230613
718@2,0,0,0,0,0,1,0,20230313,20230613
718@3,0,0,0,0,0,0,1,20230313,20230613
718@5,0,0,0,0,0,0,0,20230313,20230613
D18@1,1,1,1,1,1,0,0,20230313,20230613
756@1,1,1,1,1,1,0,0,20230313,20230613
756@2,0,0,0,0,0,1,0,20230313,20230613
7561@1,1,1,1,1,1,0,0,20230313,20230613
815@1,1,1,1,1,1,0,0,20230313,20230613
B56@1,1,1,1,1,1,0,0,20230313,20230613
B56@2,0,0,0,0,0,1,0,20230313,20230613
856@1,1,1,1,1,1,0,0,20230313,20230613
C2@1,1,1,1,1,1,0,0,20230313,20230613
C2@2,0,0,0,0,0,1,0,20230313,20230613
C2@3,0,0,0,0,0,0,1,20230313,20230613
C2@5,0,0,0,0,0,0,0,20230313,20230613
C22@2,0,0,0,0,0,1,0,20230313,20230613
C22@3,0,0,0,0,0,0,1,20230313,20230613
C22@5,0,0,0,0,0,0,0,20230313,20230613
C3@1,1,1,1,1,1,0,0,20230313,20230613
C5@1,1,1,1,1,1,0,0,20230313,20230613
C5@2,0,0,0,0,0,1,0,20230313,20230613
C5@3,0,0,0,0,0,0,1,20230313,20230613
C5@5,0,0,0,0,0,0,0,20230313,20230613
C398@2,0,0,0,0,0,1,0,20230313,20230613
C398@3,0,0,0,0,0,0,1,20230313,20230613
C398@5,0,0,0,0,0,0,0,20230313,20230613
C1@1,1,1,1,1,1,0,0,20230313,20230613
C11@2,0,0,0,0,0,1,0,20230313,20230613
C210@2,0,0,0,0,0,1,0,20230313,20230613
C210@3,0,0,0,0,0,0,1,20230313,20230613
C210@5,0,0,0,0,0,0,0,20230313,20230613
C31@2,0,0,0,0,0,1,0,20230313,20230613
C31@3,0,0,0,0,0,0,1,20230313,20230613
C31@5,0,0,0,0,0,0,0,20230313,20230613
B01@1,1,1,1,1,1,0,0,20230313,20230613
B011@1,1,1,1,1,1,0,0,20230313,20230613
B05@1,1,1,1,1,1,0,0,20230313,20230613
B09@1,1,1,1,1,1,0,0,20230313,20230613
B09@2,0,0,0,0,0,1,0,20230313,20230613
B09@3,0,0,0,0,0,0,1,20230313,20230613
B09@5,0,0,0,0,0,0,0,20230313,20230613
B091@1,1,1,1,1,1,0,0,20230313,20230613
B092@1,1,1,1,1,1,0,0,20230313,20230613
B093@1,1,1,1,1,1,0,0,20230313,20230613
B094@1,1,1,1,1,1,0,0,20230313,20230613
B094@2,0,0,0,0,0,1,0,20230313,20230613
B094@3,0,0,0,0,0,0,1,20230313,20230613
B094@5,0,0,0,0,0,0,0,20230313,20230613
A93@1,1,1,1,1,1,0,0,20230313,20230613
A952@1,1,1,1,1,1,0,0,20230313,20230613
A952@2,0,0,0,0,0,1,0,20230313,20230613
A952@3,0,0,0,0,0,0,1,20230313,20230613
A952@5,0,0,0,0,0,0,0,20230313,20230613
A953@1,1,1,1,1,1,0,0,20230313,20230613
A953@2,0,0,0,0,0,1,0,20230313,20230613
A953@3,0,0,0,0,0,0,1,20230313,20230613
A953@5,0,0,0,0,0,0,0,20230313,20230613
A954@1,1,1,1,1,1,0,0,20230313,20230613
A954@2,0,0,0,0,0,1,0,20230313,20230613
A954@3,0,0,0,0,0,0,1,20230313,20230613
A954@5,0,0,0,0,0,0,0,20230313,20230613
A955@1,1,1,1,1,1,0,0,20230313,20230613
LI.1@1,1,1,1,1,1,0,0,20230313,20230613
LI.2@1,1,1,1,1,1,0,0,20230313,20230613
